Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Cremator,1969,Juraj Herz,"['Rudolf Hrušínský', 'Vlasta Chramostová', 'Jana Stehnová', 'Miloš Vognič', 'Ilja Prachař', 'Zora Božinová', 'Eduard Kohout', 'Jiří Lír', 'Dimitri Rafalsky', 'Jan Vlček', 'Václav Halama', 'Jiří Hálek', 'Václav Kotva', 'Míla Myslíková', 'Vladimír Menšík', 'Jiří Menzel', 'Václav Štekl', 'Nataša Gollová', 'Jindřich Narenta', 'Helena Anýžová', 'Jana Šulcová', 'Jan Řeřicha', 'Oldřich Vízner', 'Carmen Mayerová', 'Libuše Pešková', 'Růžena Vlčková', 'Marie Rosůlková', 'Věra Vlčková', 'Eva Ulincová', 'Rudolf Iltis', 'Josef Střecha', 'B. Mandausová', 'František Kubíček', 'Erich Fichtner', 'J. Hladký', 'Jiřina Bílá', 'Jan Kraus', 'Alfred Růžička', 'H. Absolonová', 'Alena Balejová', 'M. Baumrukerová', 'S. Brabcová', 'E. Brázdová', 'V. Handlová', 'Marie Hübschová', 'M. Jílková', 'J. Knollová', 'Yvona Odehnalová', 'J. Pacáková', 'H. Schlechtrová', 'J. Škrabanová', 'M. Šotolová', 'H. Troníčková', 'C. Zeyerová', 'L. Geussová', 'I. Kučerová', 'J. Seyfertová', 'J. Scheybová', 'S. Študentová', 'Pavla Břínková', 'H. Francová', 'E. Kamesleimerová', 'K. Kučerová', 'H. Sládková', 'M. Smolová', 'I. Svobodová', 'Zuzana Rumlová', 'Olga Bušková', 'E. Otavová', 'A. Řezníčková', 'J. Šmídová', 'J. Tomšů', 'M. Bohatová', 'Jiřina Jandová', 'Karel Hovorka', 'J. Balík', 'J. Lebeda', 'M. Mach', 'Karel Fiala', 'Miloslav Šindler', 'Jaroslav Toms', 'Václav Vodák', 'J. Krupička', 'J. Zeman', 'František Häusler', 'Radomír Hubáček', 'Helena Kotoučová', 'Vl. Grygar', 'K. Geipel', 'Vratislav Hurych', 'J. Englická', 'Jiří Kaftan', 'Theodor Kunst', 'V. Kebrt', 'František Poláček', 'M. Janoušková', 'A. Mařáková', 'Z. Povolná', 'Věra Koželuhová', 'V. Malečová', 'E. Tichá', 'Felix Černý', 'Karel Přinesdomů', 'J. Němec', 'E. Šumberová', 'Z. Šumberová', 'Zdeněk Šmidrkal', 'Josef Kemr', 'Jiří Němeček', 'Vladimír Čech']",4.23,nan,"['Horror', 'Drama', 'Comedy']",101,['Czechoslovakia'],Czech,['Czech'],['Filmové studio Barrandov'],34811,27929,12421,666,30,76,87,307,347,1468,2757,7316,5996,6364,24748,https://letterboxd.com/film/the-cremator/
Rashomon,1950,Akira Kurosawa,"['Toshirō Mifune', 'Machiko Kyō', 'Takashi Shimura', 'Masayuki Mori', 'Minoru Chiaki', 'Kichijirō Ueda', 'Noriko Honma', 'Daisuke Katō']",4.23,4.5,"['Crime', 'Drama', 'Mystery']",88,['Japan'],Japanese,['Japanese'],['Daiei Film'],252721,93647,76149,1700,218,417,404,1930,2909,11732,20161,51760,32314,39410,161255,https://letterboxd.com/film/rashomon/
The Man Who Shot Liberty Valance,1962,John Ford,"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Andy Devine', 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'John Qualen', 'Willis Bouchey', 'Carleton Young', 'Woody Strode', 'Denver Pyle', 'Strother Martin', 'Lee Van Cleef', 'Robert F. Simon', 'O. Z. Whitehead', 'Paul Birch', 'Joseph Hoover', 'Charles Akins', 'John Barton', 'Rudy Bowman', 'Chet Brandenburg', 'Jerry Brown', 'George Bruggeman', ""Noble 'Kid' Chissell"", 'Russell Custer', 'Duke Fishman', 'Fritz Ford', 'Herman Hack', 'Jack Kenny', 'Richard LaMarr', 'Jack Lilley', 'Buddy Roosevelt', 'Jack Tornek', 'Sid Troy', 'Ralph Volkie', 'Max Wagner', 'Blackie Whiteford', 'Gertrude Astor', 'Helen Gibson', 'Eva Novak', 'Dorothy Phillips', 'Mario Arteaga', 'Chuck Hayward', 'Chuck Roberson', 'Jack Williams', 'Frank Baker', 'William Henry', 'Danny Borzage', 'Dick Cherney', 'Chuck Hamilton', 'Sam Harris', 'Lars Hensen', 'Tex Holden', 'Stuart Holmes', 'Jimmie Horan', 'Jack Perrin', ""Harry 'Snub' Pollard"", 'Robert Robinson', 'Scott Seaton', 'Rudy Sooter', 'Carl M. Leviness', 'King Mojave', 'Shug Fisher', 'Ben Frommer', 'Jack Pennick', 'Phil Schumacher', 'Tom Hennesy', ""Bryan 'Slim' Hightower"", 'Earle Hodgins', 'Michael Jeffers', 'Tom Smith', 'Cap Somers', 'Eddie Jauregui', 'Charles Morton', 'Ethan Laidlaw', 'Anna Lee', 'Ted Mapes', 'Montie Montana', 'Slim Talbot', 'Bob Morgan', 'Charles Seel', 'Bud Cokes', 'Jane Crowley', 'Larry Finley']",4.23,4.0,['Western'],123,['USA'],English,['English'],"['Paramount', 'John Ford Productions']",83926,39901,24770,744,49,117,112,569,877,4027,6785,16052,10688,13474,52750,https://letterboxd.com/film/the-man-who-shot-liberty-valance/
The Tale of the Princess Kaguya,2013,Isao Takahata,"['Aki Asakura', 'Takeo Chii', 'Nobuko Miyamoto', 'Kengo Kora', 'Atsuko Takahata', 'Tomoko Tabata', 'Shinosuke Tatekawa', 'Takaya Kamikawa', 'Hikaru Ijūin', 'Ryudo Uzaki', 'Shichinosuke Nakamura', 'Isao Hashizume', 'Tatsuya Nakadai', 'Yukiji Asaoka', 'Tamaki Kojo', 'Yuji Miyake', 'Mirai Uchida', 'Hiroyuki Yamamoto']",4.23,4.5,"['Fantasy', 'Animation', 'Drama']",137,['Japan'],Japanese,['Japanese'],"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'KDDI', 'Mitsubishi Shoji', 'Nippon Television Network Corporation', 'TOHO', 'T2 Studio']",210807,69135,75131,4500,149,393,343,1747,2461,10786,15685,37902,25702,42434,137602,https://letterboxd.com/film/the-tale-of-the-princess-kaguya/
Sweet Smell of Success,1957,Alexander Mackendrick,"['Tony Curtis', 'Burt Lancaster', 'Susan Harrison', 'Martin Milner', 'Jeff Donnell', 'Sam Levene', 'Joe Frisco', 'Barbara Nichols', 'Emile Meyer', 'Edith Atwater', 'Jay Adler', 'Mary Bayless', 'Nicky Blair', 'Nick Borgani', 'Ralph Brooks', 'Brad Brown', 'Steve Carruthers', 'Robert Carson', 'Lewis Charles', 'Dick Cherney', 'Buddy Clark', 'Paul Cristo', 'Joe Di Reda', 'Lawrence Dobkin', 'Tom Ferrandini', 'John Fiedler', 'Bess Flowers', 'William Forrest', 'Joseph Forte', 'Raoul Freeman', 'Kay Garrett', 'Joe Gray', 'Marion Gray', 'Chico Hamilton', 'James Hill', 'Paul Horn', 'Charles Jordan', 'Fred Katz', 'Colin Kenny', 'Joseph La Cava', 'Mike Lally', 'Joseph Leon', 'King Lockwood', 'Thomas Martin', 'Hans Moebus', 'King Mojave', 'Sol Murgi', 'Forbes Murray', 'George Nardelli', ""William H. O'Brien"", 'Clifford Odets', 'Charles Perry', 'Bill Raisch', 'Waclaw Rekwart', 'Edward Rickard', 'Jane Ross', 'Autumn Russell', 'Charles Sherlock', 'Carson Smith', 'Queenie Smith', 'Bert Stevens', 'Arthur Tovey', 'James Turley', 'Lurene Tuttle', 'Harry Tyler', 'Philip Van Zandt', 'George Washburn', 'David White', 'H.M. Wynant']",4.23,4.5,['Drama'],97,['USA'],English,['English'],"['Hecht-Hill-Lancaster Productions', 'United Artists', 'Norma Productions', 'Curtleigh Productions']",59008,39705,19565,696,35,74,94,400,641,2561,4631,12061,9266,9348,39111,https://letterboxd.com/film/sweet-smell-of-success/
Winter Light,1963,Ingmar Bergman,"['Gunnar Björnstrand', 'Ingrid Thulin', 'Gunnel Lindblom', 'Max von Sydow', 'Allan Edwall', 'Kolbjörn Knudsen', 'Olof Thunberg', 'Elsa Ebbesen-Thornblad', 'Tor Borong', 'Bertha Sånnell', 'Helena Palmgren', 'Eddie Axberg', 'Lars-Owe Carlberg', 'Ingmari Hjort', 'Stefan Larsson', 'Johan Olafs', 'Lars-Olof Andersson', 'Christer Öhman']",4.23,4.5,['Drama'],80,['Sweden'],Swedish,['Swedish'],['SF Studios'],68340,37243,21926,1000,62,107,118,453,693,3088,5629,14108,9283,10343,43884,https://letterboxd.com/film/winter-light/
Napoleon,1927,Abel Gance,"['Albert Dieudonné', 'Vladimir Roudenko', 'Edmond van Daële', 'Alexandre Koubitzky', 'Antonin Artaud', 'Abel Gance', 'Gina Manès', 'Suzanne Bianchetti', 'Marguerite Gance', 'Yvette Dieudonné', 'Eugénie Buffet', 'Nicolas Koline', 'Henri Baudin', 'Daniel Buiret', 'Georges Cahuzac', 'Adrien Caillard', 'Roger Blum', 'Max Maxudian', 'Philippe Hériat', 'Pierre Batcheff', 'Acho Chakatouny', 'Annabella', 'Alex Bernard', 'Carrie Carvalho', 'Sylvio Cavicchia', 'Léon Courtois', 'Pierre de Canolle', 'Gilbert Dacheux', 'Damia', 'Pierre Danis', 'W. Percy Day', 'Boris de Fast', 'Guy Favières', 'Serge Freddy-Karl', 'Jean Gaudrey', 'Simone Genevois', 'Georges Hénin', 'Jean Henry', 'Henry Krauss', 'Harry Krimer', 'Georges Lampin', 'Alexandre Mathillon', 'Genica Missirio', 'Francine Mussey', 'Jeanne Pen', 'Roblin', 'Jack Rye', 'Louis Sance', 'Maurice Schutz', 'Andrée Standart', 'Suzy Vernon', 'Petit Vidal', 'Robert Vidalin', 'Louis Vonelly', ""Jean d'Yd"", 'René Jeanne', 'Philippe Rolla']",4.23,nan,"['Drama', 'History', 'War']",333,['France'],No spoken language,['No spoken language'],"['Société Westi', 'Ciné France', 'Films Abel Gance', 'Isepa-Wengeroff Film', 'Pathé Consortium Cinéma', 'Société générale des films']",17535,24213,5270,256,48,64,55,173,198,752,985,2375,1887,3690,10227,https://letterboxd.com/film/napoleon/
Sorcerer,1977,William Friedkin,"['Roy Scheider', 'Bruno Cremer', 'Francisco Rabal', 'Amidou', 'Ramon Bieri', 'Peter Capell', 'Karl John', 'Friedrich von Ledebur', 'Chico Martínez', 'Joe Spinell', 'Rosario Almontes', 'Richard Holley', 'Anne-Marie Deschodt', 'Jean-Luc Bideau', 'Jacques François', 'André Falcon', 'Gerard Murphy', 'Desmond Crofton', 'Henry Diamond', 'Ray Dittrich', 'Frank Gio', 'Randy Jurgensen', ""Cosmo 'Gus' Allegretti""]",4.23,nan,"['Drama', 'Thriller', 'Adventure']",121,['USA'],English,"['English', 'German', 'Spanish', 'French']","['Paramount', 'Universal Pictures', 'Film Properties International N.V.']",85196,35636,32153,1500,49,147,140,574,869,3884,7623,20084,14988,15254,63612,https://letterboxd.com/film/sorcerer/
Saving Private Ryan,1998,Steven Spielberg,"['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Matt Damon', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Ted Danson', 'Jeremy Davies', 'Paul Giamatti', 'Dennis Farina', 'Joerg Stadler', 'Max Martini', 'Dylan Bruno', 'Daniel Cerqueira', 'Demetri Goritsas', 'Ian Porter', 'Gary Sefton', 'Julian Spencer', 'Steve Griffin', 'William Marsh', 'Marc Cass', 'Markus Napier', 'Neil Finnighan', 'Peter Miles', 'Paul Garcia', 'Seamus McQuade', 'Ronald Longridge', 'Adam Shaw', 'Rolf Saxon', 'Corey Johnson', 'Loclann Aiken', 'John Barnett', 'Maclean Burke', 'Victor Burke', 'Aiden Condron', 'Paschal Friel', 'Shane Hagan', 'Paul Hickey', 'Shane Johnson', 'Laird Macintosh', 'Brian Maynard', 'Martin McDougall', 'Mark Phillips', 'Lee Aaron Rosen', 'Andrew Scott', 'Matthew Sharp', 'Vincent Walsh', 'Grahame Wood', 'John Sharian', 'Glenn Wrage', 'Crofton Hardester', 'Martin Hub', 'Raffaello Degruttola', 'Nigel Whitmey', 'Sam Ellis', 'Erich Redman', 'Tilo Keiner', 'Stephan Grothgar', 'Stephane Cornicard', 'Michelle Evans', 'Martin Beaton', 'Anna Maguire', 'Nathan Fillion', 'Leland Orser', 'Michael Mantas', 'David Vegh', 'Ryan Hurst', 'Nick Brooks', 'Sam Scudder', 'John Walters', 'Dorothy Grumbar', 'James Innes-Smith', 'Harve Presnell', 'Dale Dye', 'Bryan Cranston', 'David Wohl', 'Eric Loren', 'Valerie Colgan', 'Amanda Boxer', 'Harrison Young', 'Kathleen Byron', 'Rob Freeman', 'Thomas Gizbert', 'Nina Muschallik', 'Taylor Murphy', 'Mac Steinmeier', 'Derek Lea', 'Leo Stransky', 'Vincent Ventresca']",4.23,4.0,"['History', 'Drama', 'War']",169,['USA'],English,"['English', 'Czech', 'German', 'French']","['DreamWorks Pictures', 'Paramount', 'Amblin Entertainment', 'Mutual Film Company']",1221837,167603,338107,8300,1007,2408,1675,8943,9877,53690,73266,220897,138108,190962,700833,https://letterboxd.com/film/saving-private-ryan/
"Life, and Nothing More...",1992,Abbas Kiarostami,"['Farhad Kheradmand', 'Buba Bayour', 'Hossein Rezai', 'Hocine Rifahi', 'Ferhendeh Feydi', 'Mahrem Feydi', 'Bahrovz Aydini', 'Ziya Babai', 'Mohamed Hocine Rouhi', 'Babek Ahmed Poor', 'Hocine Khadem', 'Maassouma Berouana', 'Chahrbanov Chefahi', 'Youssef Branki', 'Chahine Ayzen', 'Mohamed Bezdani', 'Benefshah Behioudi', 'Mohamed Hassen Pour', 'Ferhed Kadimi', 'Maha Bano Chikfouad', 'Kalsim Sada', 'Fartkiss Darabi', 'Leila Nourouzi', 'Kassil Fefa']",4.23,4.0,['Drama'],95,['Iran'],Persian (Farsi),['Persian (Farsi)'],['Kanoon'],30530,19248,11718,360,19,35,33,137,248,1174,2502,7003,4750,4548,20449,https://letterboxd.com/film/life-and-nothing-more/
Marcel the Shell with Shoes On,2021,Dean Fleischer Camp,"['Jenny Slate', 'Dean Fleischer Camp', 'Isabella Rossellini', 'Joe Gabler', 'Shari Finkelstein', 'Samuel Painter', 'Blake Hottle', 'Scott Osterman', 'Jeremy Evans', 'Lesley Stahl', 'Rosa Salazar', 'Thomas Mann', 'Sarah Thyre', 'Andy Richter', 'Nathan Fielder', 'Jessi Klein', 'Peter Bonerz', 'Jamie Leonhart', 'Avan Jogia', 'Victoria Justice', ""Conan O'Brien"", 'Brian Williams']",4.23,4.5,"['Drama', 'Animation', 'Fantasy', 'Comedy', 'Family']",90,['USA'],English,"['English', 'Portuguese', 'Spanish']","['Cinereach', 'Strongman', 'Chiodo Bros. Productions', 'You Want I Should, LLC', 'Human Woman', 'Sunbeam TV & Films']",264986,94886,116112,4800,446,706,563,2292,3185,13654,24923,63498,44030,66489,219786,https://letterboxd.com/film/marcel-the-shell-with-shoes-on-2021/
Umberto D.,1952,Vittorio De Sica,"['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Elena Rea', 'Memmo Carotenuto', 'Ileana Simova', 'Alberto Albani Barbieri', 'Lamberto Maggiorani', 'De Silva', 'Pasquale Campagnola', 'Riccardo Ferri']",4.23,nan,['Drama'],91,['Italy'],Italian,['Italian'],"['Amato Film', 'Rizzoli Film', 'Produzioni De Sica']",47593,31436,14372,352,29,64,60,289,430,2006,3808,9410,6405,7139,29640,https://letterboxd.com/film/umberto-d/
Past Lives,2023,Celine Song,"['Greta Lee', 'Teo Yoo', 'John Magaro', 'Moon Seung-ah', 'Yim Seung-min', 'Yoon Ji-hye', 'Choi Won-young', 'An Min-yeong', 'Seo Yeon-woo', 'Chang Ki-ha', 'Shin Hee-cheol', 'Jun Hyuk Park', 'Jack Alberts', 'Jane Yubin Kim', 'Noo Ri Song', 'Si Ah Jin', 'Yoon Seo Choi', 'Hwang Seung-eon', 'Jojo T. Gibbs', 'Emily Cass McDonnell', 'Federico Rodriguez', 'Conrad Schott', 'Kristen Sieh', 'Oge Agulué', 'Chase Sui Wonders', 'Isaac Powell']",4.23,4.5,"['Drama', 'Romance']",106,"['South Korea', 'USA']",English,"['English', 'Korean']","['A24', 'Killer Films', '2AM', 'CJ ENM']",653560,202395,280348,16000,752,1456,1270,6150,8662,34595,56708,164518,124449,165344,563904,https://letterboxd.com/film/past-lives/
The Elephant Man,1980,David Lynch,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller', 'Freddie Jones', 'Michael Elphick', 'Hannah Gordon', 'Helen Ryan', 'John Standing', 'Dexter Fletcher', 'Lesley Dunlop', 'Phoebe Nicholls', 'Pat Gorman', 'Claire Davenport', 'Orla Pederson', 'Patsy Smart', 'Frederick Treves', 'Stromboli', 'Richard Hunter', 'James Cormack', 'Robert Lewis Bush', 'Roy Evans', 'Joan Rhodes', 'Nula Conwell', 'Tony London', 'Alfie Curtis', 'Bernadette Milnes', 'Brenda Kempner', 'Carol Harrison', 'Hugh Manning', 'Dennis Burgess', 'Fanny Carby', 'William Morgan Sheppard', 'Kathleen Byron', 'Gerald Case', 'David Ryall', 'Deirdre Costello', 'Pauline Quirke', 'Kenny Baker', 'Chris Greener', 'Marcus Powell', 'Gilda Cohen', 'Lesley Scoble', 'Teri Scoble', 'Eiji Kusuhara', 'Robert Day', 'Patricia Hodge', 'Tommy Wright', 'Peter Davidson', 'John Rapley', 'Hugh Spight', 'Teresa Codling', 'Marion Betzold', 'Caroline Haigh', 'Florenzio Morgado', 'Victor Kravchenko', 'Beryl Hicks', 'Michele Amas', 'Lucie Alford', 'Penny Wright', 'Janie Kells', 'Lydia Lisle', 'David Lynch', 'Harry Fielder', 'Jack Armstrong', 'Ralph Morse', 'Fred Wood', 'Adam Caine', 'Tony Clarkin', 'Dave Cooper', 'Chick Fowles', 'Juba Kennerley', 'Eric Bergren', 'Christopher De Vore', 'Jay McGrath', 'Henry Roberts', 'Kevin Schumm', 'Ian Selby', 'Guy Standeven', 'Reg Thomason', 'Jill Goldston']",4.23,3.0,"['History', 'Drama']",124,['USA'],English,['English'],"['Brooksfilms', 'Paramount']",288727,83684,84832,2500,167,481,350,1843,2388,12991,20840,61398,35460,38553,174471,https://letterboxd.com/film/the-elephant-man/
Poor Things,2023,Yorgos Lanthimos,"['Emma Stone', 'Mark Ruffalo', 'Willem Dafoe', 'Ramy Youssef', 'Jerrod Carmichael', 'Christopher Abbott', 'Margaret Qualley', 'Suzy Bemba', 'Kathryn Hunter', 'Hanna Schygulla', 'Vicki Pepperdine', 'Jack Barton', 'Charlie Hiscock', 'Attila Dobai', 'Emma Hindle', 'Anders Grundberg', 'Attila Kecskeméthy', 'Jucimar Barbosa', 'Carminho', 'Angela Paula Stander', 'Gustavo Gomes', 'Kate Handford', 'Owen Good', 'Zen Joshua Poisson', 'Vivienne Soan', 'Jerskin Fendrix', 'István Göz', 'Bruna Asdorian', 'Tamás Szabó Sipos', 'Tom Stourton', 'Mascuud Dahir', 'Miles Jovian', 'Jeremy Wheeler', 'János Geréb', 'Patrick de Valette', 'Raphaël Thiéry', 'Boris Gillot', 'Dorina Kovács', 'Yorgos Stefanakos', 'Hubert Benhamdine', 'Gábor Patay', 'Laurent Winkler', 'Andrew Hefler', 'Damien Bonnard', 'Noah Breton', 'Donovan Fouassier', 'Roderick Hill', 'Wayne Brett', 'John Locke', 'Keeley Forsyth', 'David Bromley']",4.23,5.0,"['Romance', 'Science Fiction', 'Comedy']",141,"['Ireland', 'UK', 'USA']",English,"['English', 'French', 'Portuguese']","['Searchlight Pictures', 'Film4 Productions', 'TSG Entertainment', 'Element Pictures']",646913,185713,275553,12000,2886,3894,2719,8846,10269,29332,48908,146538,142798,167413,563603,https://letterboxd.com/film/poor-things-2023/
Samurai Rebellion,1967,Masaki Kobayashi,"['Toshirō Mifune', 'Yōko Tsukasa', 'Gō Katō', 'Tatsuyoshi Ehara', 'Etsuko Ichihara', 'Isao Yamagata', 'Tatsuya Nakadai', 'Shigeru Kōyama', 'Michiko Ōtsuka', 'Tatsuo Matsumura', 'Masao Mishima', 'Jun Hamamura', 'Takamaru Sasaki', 'Hideo Fukuhara', 'Tetsuko Kobayashi', 'Hisano Yamaoka', 'Yoshirō Aoki']",4.23,nan,"['Drama', 'Action', 'History']",121,['Japan'],Japanese,['Japanese'],"['TOHO', 'Mifune Productions']",19571,15160,6394,81,10,20,23,105,146,699,1508,4628,3532,2499,13170,https://letterboxd.com/film/samurai-rebellion/
Secrets & Lies,1996,Mike Leigh,"['Brenda Blethyn', 'Marianne Jean-Baptiste', 'Timothy Spall', 'Phyllis Logan', 'Claire Rushbrook', 'Lee Ross', 'Lesley Manville', 'Elizabeth Berrington', 'Michele Austin', 'Ron Cook', 'Trevor Laird', 'Brian Bovell', 'Emma Amos', 'Clare Perkins', 'Elias Perkins McCook', 'Jane Mitchell', 'Janice Acquah', 'Keylee Jade Flanders', 'Hannah Davis', 'Terence Harvey', ""Kate O'Malley"", 'Joe Tucker', 'Richard Syms', 'Grant Masters', 'Annie Hayes', 'Jean Ainslie', 'Lucy Sheen', 'Frances Ruffelle', 'Nitin Ganatra', 'Metin Marlow', 'Su Elliot', 'Amanda Crossley', 'Di Sherlock', 'David Neilson', 'Peter Waddington', 'Peter Stockbridge', 'Rachel Lewis', 'Paul Trussell', 'Jonny Coyne', 'Denise Orita', 'Margery Withers', 'Gordon Winter', 'Theresa Watson', 'Peter Wight', 'Gary McDonald', 'Alison Steadman', 'Liz Smith', 'Sheila Kelley', 'Angela Curran', 'Linda Beckett', 'Phil Davis', 'Wendy Nottingham', ""Anthony O'Donnell"", 'Ruth Sheen', 'Mia Soteriou', 'Stephen Churchett']",4.23,nan,['Drama'],142,"['France', 'UK']",English,['English'],"['Thin Man Films', 'CiBy 2000', 'Film4 Productions']",51165,30305,15600,456,38,71,83,378,540,2268,3990,10520,7502,7422,32812,https://letterboxd.com/film/secrets-lies/
Judgment at Nuremberg,1961,Stanley Kramer,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich', 'Maximilian Schell', 'Judy Garland', 'Montgomery Clift', 'William Shatner', 'Werner Klemperer', 'Kenneth MacKenna', 'Torben Meyer', 'Joseph Bernard', 'Alan Baxter', 'Edward Binns', 'Virginia Christine', 'Otto Waldis', 'Karl Swenson', 'Martin Brandt', 'Ray Teal', 'John Wengraf', 'Ben Wright', 'Howard Caine', 'Olga Fabian', 'Paul Busch', 'Bernard Kates', 'Bess Flowers', 'Frank Baker', 'Brandon Beach', 'Joseph Crehan', 'Sayre Dearing', 'Sam Harris', 'Shep Houghton', 'Reed Howes', 'William Meader', 'Colin Kenny', 'George Nardelli', 'Waclaw Rekwart', 'Jack Stoney', 'Oscar Beregi Jr.', 'Norbert Schiller', 'Chet Brandenburg', 'Herman Hack', 'Sheila Bromley', 'Harold Miller', 'Hans Moebus', 'Ed Nelson', ""William H. O'Brien"", 'Rudy Solari', 'Bert Stevens', 'Hal Taggart', 'Jana Taylor', 'Ralph Moratz', 'Tony Regan', 'Dick Cherney', 'Norman Stevans']",4.22,4.0,"['Drama', 'War', 'History']",190,['USA'],English,"['English', 'German']","['United Artists', 'Roxlom Films', 'Stanley Kramer Productions']",33020,20029,8367,181,15,46,35,169,310,1386,2580,7129,5264,4523,21457,https://letterboxd.com/film/judgment-at-nuremberg/
A Matter of Life and Death,1946,"Emeric Pressburger, Michael Powell","['David Niven', 'Kim Hunter', 'Roger Livesey', 'Marius Goring', 'Robert Coote', 'Kathleen Byron', 'Richard Attenborough', 'Bonar Colleano', 'Joan Maude', 'Robert Atkins', 'Edwin Max', 'Betty Potter', 'Abraham Sofaer', 'Raymond Massey', 'Robert Arden', 'Robert Beatty', 'Eric Cawthorne', 'Tommy Duggan', 'Leslie Dwyer', 'John Longden', 'Lois Maxwell', 'Wally Patch', 'Laurence Payne', 'Robert Rietti', 'Roger Snowdon', 'Emile Stemmler', 'Wendy Thompson', 'Frederick Valk', 'Joan Verney']",4.22,4.5,"['Comedy', 'Romance', 'Drama', 'Fantasy']",104,['UK'],English,"['English', 'French', 'Russian']","['The Archers', 'J. Arthur Rank Organisation']",46797,37612,16552,766,28,58,73,294,467,2080,3708,9403,6943,8464,31518,https://letterboxd.com/film/a-matter-of-life-and-death/
The Prestige,2006,Christopher Nolan,"['Christian Bale', 'Hugh Jackman', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall', 'David Bowie', 'Andy Serkis', 'Piper Perabo', 'Jim Piddock', 'Samantha Mahurin', 'Mark Ryan', 'Jamie Harris', 'Daniel Davis', 'Roger Rees', 'Ricky Jay', 'Christopher Neame', 'Monty Stuart', 'Ron Perkins', 'Anthony De Marco', 'Chao Li Chi', 'John B. Crye', 'William Morgan Sheppard', 'Ezra Buzzington', 'James Lancaster', 'Johnny Liska', 'Russ Fega', 'Kevin Will', 'Edward Hibbert', 'James Otis', 'Sam Menning', 'Brian Tahash', 'Jodi Bianca Wise', 'Enn Reitel', 'Robert W. Arbogast', 'Chris Cleveland', 'Rock Anthony', 'Tim Pilleri', 'Gary Sievers', 'Inna Swann', 'Erin Cipolletti']",4.22,4.5,"['Science Fiction', 'Drama', 'Mystery']",130,"['UK', 'USA']",English,['English'],"['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy']",1265231,204617,414548,20000,786,2077,1667,9426,11369,58682,88133,251860,170360,205965,800325,https://letterboxd.com/film/the-prestige/
Fargo,1996,Joel Coen,"['William H. Macy', 'Frances McDormand', 'Steve Buscemi', 'Peter Stormare', 'Harve Presnell', 'John Carroll Lynch', 'Kristin Rudrüd', 'Bruce Bohne', 'Steve Reevis', 'Steve Park', 'Gary Houston', 'Sally Wingert', 'Larissa Kokernot', 'Melissa Peterman', 'Tony Denman', 'Larry Brandenburg', 'Michelle Hutchison', 'Bain Boehlke', 'Warren Keith', 'Michelle LeDoux', 'Steve Edelman', 'Sharon Anderson', 'Kurt Schweickhardt', 'James Gaulke', 'J. Todd Anderson', 'Michelle Suzanne LeDoux', 'Petra Boden', 'Wayne A. Evenson', 'Cliff Rakerd', 'Jessica Shepherd', 'Peter Schmitz', 'Steven I. Schafer', 'David S. Lomax', 'José Feliciano', 'Bix Skahill', 'Rose Stockton', 'Robert Ozasky', 'John Bandemer', 'Don Wescott', 'Bruce Campbell']",4.22,5.0,"['Crime', 'Drama', 'Thriller', 'Comedy']",98,"['UK', 'USA']",English,['English'],"['PolyGram Filmed Entertainment', 'Working Title Films']",1045573,185246,355472,11000,608,1621,1197,6699,8486,46162,75792,222725,128677,175062,667029,https://letterboxd.com/film/fargo/
The Bridge on the River Kwai,1957,David Lean,"['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald', 'Geoffrey Horne', 'André Morell', 'Peter Williams', 'John Boxer', 'Percy Herbert', 'Harold Goodwin', 'Ann Sears', 'Heihachirō Ōkawa', 'Vilaiwan Seeboonreaung', 'Keiichirô Katsumoto', 'Ngamta Suphaphongs', 'Javanart Punynchoti', 'Kannikar Dowklee']",4.22,4.5,"['War', 'History', 'Drama']",161,['UK'],English,"['English', 'Japanese', 'Thai']",['Horizon Pictures'],114681,57108,28472,402,62,151,125,681,1013,4970,9098,23661,14629,13536,67926,https://letterboxd.com/film/the-bridge-on-the-river-kwai/
