Film_title;Release_year;Director;Genres;Owner_rating;Average_rating;Runtime;Countries;Original_Language;Spoken_Languages;Watches;List_Appearances;Likes;Cast;Studios;Letterboxd URL
Napoleon;1927;Abel Gance;['Drama', 'History', 'War'];nan;4.22;333;['France'];French;['French', 'No spoken language'];15885;22294;4610;"['Albert Dieudonné', 'Vladimir Roudenko', 'Edmond van Daële', 'Alexandre Koubitzky', 'Antonin Artaud', 'Abel Gance', 'Gina Manès', 'Suzanne Bianchetti', 'Marguerite Gance', 'Yvette Dieudonné', 'Eugénie Buffet', 'Nicolas Koline', 'Henri Baudin', 'Daniel Buiret', 'Georges Cahuzac', 'Adrien Caillard', 'Roger Blum', 'Max Maxudian', 'Philippe Hériat', 'Pierre Batcheff', 'Acho Chakatouny', 'Annabella', 'Alex Bernard', 'Carrie Carvalho', 'Sylvio Cavicchia', 'Léon Courtois', 'Pierre de Canolle', 'Gilbert Dacheux', 'Damia', 'Pierre Danis', 'W. Percy Day', 'Boris de Fast', 'Guy Favières', 'Serge Freddy-Karl', 'Jean Gaudrey', 'Simone Genevois', 'Georges Hénin', 'Jean Henry', 'Henry Krauss', 'Harry Krimer', 'Georges Lampin', 'Alexandre Mathillon', 'Genica Missirio', 'Francine Mussey', 'Jeanne Pen', 'Roblin', 'Jack Rye', 'Louis Sance', 'Maurice Schutz', 'Andrée Standart', 'Suzy Vernon', 'Petit Vidal', 'Robert Vidalin', 'Louis Vonelly', ""Jean d'Yd"", 'René Jeanne', 'Philippe Rolla']";['Société Westi', 'Ciné France', 'Films Abel Gance', 'Isepa-Wengeroff Film', 'Pathé Consortium Cinéma', 'Société générale des films'];https://letterboxd.com//film/napoleon/
Magnolia;1999;Paul Thomas Anderson;['Drama'];5;4.22;189;['USA'];English;['English', 'French', 'German'];414689;123068;133280;"['Philip Baker Hall', 'Jeremy Blackman', 'Tom Cruise', 'Philip Seymour Hoffman', 'William H. Macy', 'Julianne Moore', 'John C. Reilly', 'Jason Robards', 'Melora Walters', 'Melinda Dillon', 'Michael Bowen', 'April Grace', 'Henry Gibson', 'Alfred Molina', 'Ricky Jay', 'Luis Guzmán', 'Patrick Warren', 'Patricia Forte', 'Cleo King', 'Eileen Ryan', 'Pat Healy', 'Paul F. Tompkins', 'Miguel Pérez', 'Patton Oswalt', 'Craig Kvinsland', 'Clark Gregg', 'Genevieve Zweig', 'Mark Flanagan', 'Neil Flynn', 'Rod McLachlan', 'Allan Graf', ""Raymond 'Big Guy' Gonzales"", 'Brad Hunt', 'Clement Blake', ""Chris O'Hara"", 'Jim Meskimen', 'Frank Elmore', 'John Kraft Seitz', 'Cory Buck', 'Tim Soronen', 'Jim Ortlieb', 'Thomas Jane', 'Holly Houston', 'Benjamin Niedens', 'Michael Murphy', 'Orlando Jones', 'Veronica Hart', 'Missy Spell Tanner', 'James Kiriyama-Lem', 'Jake Cross', 'Charlie Scott', 'Don McManus', 'Juan Medrano', 'John Pritchett', 'Michael Shamus Wiles', 'Jason Andrews', 'John S. Davies', 'Kevin Breznahan', 'Lionel Mark Smith', 'Mary Lynn Rajskub', 'David Masuda', 'Neil Pepe', 'Annette Helde', 'Emmanuel Johnson', 'Lynne Lerner', 'Felicity Huffman', 'Scott Burkett', 'Bob Brewer', 'Julie Brewer', 'Nancy Marston', 'Maurey Marston', 'Jamala Gaither', 'Danny Wells', 'Meagen Fay', 'Amy Brown', 'Virginia Pereira', 'Patricia Scanlon', 'Natalie Elizabeth Marston', 'Bobby Brewer', 'Art Frankel', 'Matt Gerald', 'Guillermo Melgarejo', 'Jim Beaver', 'Ezra Buzzington', 'Denise Woolfork', 'New World Harmonica Trio', 'Robert Downey Sr.', 'William Mapother', 'Larry Ballard', 'Brett Higgins', 'Brian Higgins', 'Michael Lee Phillips Jr.', 'Lillian Adams', 'Steven Bush', 'Mike Massa', 'Dale Gibson', 'Scott Alan Smith', 'Paul Thomas Anderson', 'Bruno Angelico', 'Robert Bella', 'Greg Bronson', 'Douglas Busby', 'Marc Davies', 'Bruce Gregory', 'Phil Hawn', 'Ted Hollis', 'Spencer Kayden', 'Brian Kehew', 'Michael Laren', 'Aimee Mann', 'Miriam Margolyes', 'Arnold Montey', 'Tom Ohmer', 'Colleen Pelletier', 'Tom Tangen']";['Ghoulardi Film Company', 'New Line Cinema', 'JoAnne Sellar Productions'];https://letterboxd.com//film/magnolia/
Boogie Nights;1997;Paul Thomas Anderson;['Drama'];4;4.22;156;['USA'];English;['English'];495607;129682;161953;['Mark Wahlberg', 'Burt Reynolds', 'Julianne Moore', 'John C. Reilly', 'Heather Graham', 'Don Cheadle', 'Philip Seymour Hoffman', 'Nicole Ari Parker', 'William H. Macy', 'Robert Ridgely', 'Melora Walters', 'Thomas Jane', 'Ricky Jay', 'Luis Guzmán', 'Jack Wallace', 'Michael Jace', 'Philip Baker Hall', 'Alfred Molina', 'Nina Hartley', 'Joanna Gleason', 'Kai Lennox', 'Jonathan Quint', 'John Doe', 'Rico Bueno', 'Samson Barkhordarian', 'Brad Braeden', 'Lawrence Hudd', 'Michael Stein', 'Stanley DeSantis', 'Patricia Forte', 'Laurel Holloman', 'Jason Andrews', 'Little Cinderella', 'Greg Lauren', 'Tom Dorfmeister', 'Jake Cross', 'Selwyn Emerson Miller', 'Jamielyn Lippman', 'Missy Spell Tanner', 'Raymond Laboriel', 'Jon Brion', 'Brian Kehew', 'Robin Sharp', 'Audrey Wiechman', 'Tim Soronen', 'Alexander D. Slanger', 'Tom Lenk', 'Lexi Leigh', 'Laura Gronewold', 'Vernon Guichard II', 'Tony Tedeschi', 'Leslie Redden', 'Gregory T. Daniel', 'Michael Penn', 'Don Amendolia', 'Summer Cummings', 'Skye Blue', 'Robert Downey Sr.', 'Veronica Hart', 'Jack Riley', 'Channon Roe', 'Mike Gunther', 'Michael Raye Smith', 'Michael S. Stencil', 'Dustin Courtney', 'Allan Graf', 'Jose Chaidez', 'B. Philly Johnson', 'Joe G.M. Chan', 'Goliath', 'Israel Juarbe', 'George Anthony Rae', 'Eric Winzenried', 'Sharon Ferrol-Young', 'Anne Fletcher', 'Scott Fowler', 'Melanie A. Gage', 'Eddie Garcia', 'Sebastian La Cause', 'Lance MacDonald', 'Diane Mizota', 'Nathan Prevost', 'Lisa Ratzin', 'Dee Dee Weathers', 'Darrel W. Wright', 'Michael Ballhaus', 'Greg Bronson', 'Grace Bustos', 'Jorga Caye', 'Tyrone D. Dixon', 'Theo Mayes', 'Coleman McClary', 'Arnold Montey', 'Jami Philbrick', 'Sal Sodano', 'Aaron Stielstra', 'Misty Tamburelli', 'Sean Welch'];['New Line Cinema', 'Lawrence Gordon Productions'];https://letterboxd.com//film/boogie-nights/
The Bridge on the River Kwai;1957;David Lean;['War', 'History', 'Drama'];4.5;4.22;161;['UK', 'USA'];English;['English', 'Japanese', 'Thai'];107821;53542;26939;['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald', 'Geoffrey Horne', 'André Morell', 'Peter Williams', 'John Boxer', 'Percy Herbert', 'Harold Goodwin', 'Ann Sears', 'Heihachirō Ōkawa', 'Vilaiwan Seeboonreaung', 'Keiichirô Katsumoto', 'Ngamta Suphaphongs', 'Javanart Punynchoti', 'Kannikar Dowklee'];['Horizon Pictures', 'Columbia Pictures'];https://letterboxd.com//film/the-bridge-on-the-river-kwai/
The Prestige;2006;Christopher Nolan;['Science Fiction', 'Drama', 'Mystery'];4.5;4.22;130;['UK', 'USA'];English;['English'];1160130;191694;379532;['Christian Bale', 'Hugh Jackman', 'Michael Caine', 'Scarlett Johansson', 'Rebecca Hall', 'David Bowie', 'Andy Serkis', 'Piper Perabo', 'Jim Piddock', 'Samantha Mahurin', 'Mark Ryan', 'Jamie Harris', 'Daniel Davis', 'Roger Rees', 'Ricky Jay', 'Christopher Neame', 'Monty Stuart', 'Ron Perkins', 'Anthony De Marco', 'Chao Li Chi', 'John B. Crye', 'William Morgan Sheppard', 'Ezra Buzzington', 'James Lancaster', 'Johnny Liska', 'Russ Fega', 'Kevin Will', 'Edward Hibbert', 'James Otis', 'Sam Menning', 'Brian Tahash', 'Jodi Bianca Wise', 'Enn Reitel', 'Robert W. Arbogast', 'Chris Cleveland', 'Rock Anthony', 'Tim Pilleri', 'Gary Sievers', 'Inna Swann', 'Erin Cipolletti'];['Warner Bros. Pictures', 'Touchstone Pictures', 'Newmarket Films', 'Syncopy'];https://letterboxd.com//film/the-prestige/
The Holdovers;2023;Alexander Payne;['Drama', 'Comedy'];nan;4.24;133;['USA'];English;['English'];78628;34918;36785;"['Paul Giamatti', 'Dominic Sessa', ""Da'Vine Joy Randolph"", 'Carrie Preston', 'Brady Hepner', 'Ian Dolley', 'Jim Kaplan', 'Michael Provost', 'Andrew Garman', 'Naheem Garcia', 'Stephen Thorne', 'Gillian Vigman', 'Tate Donovan', 'Darby Lee-Stack', 'Bill Mootos', 'Dustin Tucker', 'Juanita Pearl', 'Alexander Cook', 'Liz Bishop', 'Cole Tristan Murphy', 'Will Sussbauer', 'Carter Shimp', 'Michael Malvesti', 'Dakota Lustick', 'Melissa McMeekin', 'Jonathan von Mering', 'Rena Maliszewski', 'Osmani Rodriguez', 'Oscar Wahlberg', 'Dan Aid', 'Mike Kaz', 'Kelly AuCoin', 'Colleen Clinton', 'Fred Robbins', 'David J. Curtis', 'Pamela Jayne Morgan', 'Davis Robinson', 'Joe Howell', 'Peter Krasinski', 'Greg Chopoorian', 'Ian Lyons', 'Kevin Fennessy', 'Kevin Daigneault', 'Bhanu Gopal']";['Miramax', 'Gran Via Productions'];https://letterboxd.com//film/the-holdovers/
Happy Together;1997;Wong Kar-wai;['Romance', 'Drama'];4;4.22;96;['Argentina', 'Hong Kong', 'Japan'];Cantonese;['Cantonese', 'Spanish'];172545;68453;69749;['Leslie Cheung', 'Tony Leung Chiu-wai', 'Chang Chen', 'Gregory Dayton'];['Jet Tone Production', 'Block 2 Pictures', 'Prénom H Co. Ltd.'];https://letterboxd.com//film/happy-together-1997/
A Matter of Life and Death;1946;Emeric Pressburger, Michael Powell;['Comedy', 'Drama', 'Fantasy', 'Romance'];4.5;4.22;104;['UK'];English;['English', 'French', 'Russian'];43489;34940;15274;['David Niven', 'Kim Hunter', 'Roger Livesey', 'Marius Goring', 'Robert Coote', 'Kathleen Byron', 'Richard Attenborough', 'Bonar Colleano', 'Joan Maude', 'Robert Atkins', 'Edwin Max', 'Betty Potter', 'Abraham Sofaer', 'Raymond Massey', 'Robert Arden', 'Robert Beatty', 'Eric Cawthorne', 'Tommy Duggan', 'Leslie Dwyer', 'John Longden', 'Lois Maxwell', 'Wally Patch', 'Laurence Payne', 'Robert Rietti', 'Roger Snowdon', 'Emile Stemmler', 'Wendy Thompson', 'Frederick Valk', 'Joan Verney'];['The Archers', 'J. Arthur Rank Organisation'];https://letterboxd.com//film/a-matter-of-life-and-death/
Samurai Rebellion;1967;Masaki Kobayashi;['Drama', 'Action', 'History'];nan;4.22;121;['Japan'];Japanese;['Japanese'];18545;14088;5984;['Toshirō Mifune', 'Yōko Tsukasa', 'Gō Katō', 'Tatsuyoshi Ehara', 'Etsuko Ichihara', 'Isao Yamagata', 'Tatsuya Nakadai', 'Shigeru Kōyama', 'Michiko Ōtsuka', 'Tatsuo Matsumura', 'Masao Mishima', 'Jun Hamamura', 'Takamaru Sasaki', 'Hideo Fukuhara', 'Tetsuko Kobayashi', 'Hisano Yamaoka', 'Yoshirō Aoki'];['TOHO', 'Mifune Productions'];https://letterboxd.com//film/samurai-rebellion/
Mary and Max;2009;Adam Elliot;['Animation', 'Comedy', 'Drama'];4.5;4.21;92;['Australia'];English;['English', 'Yiddish'];152205;37501;48588;"['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries', 'Bethany Whitmore', 'Renée Geyer', ""Ian 'Molly' Meldrum"", 'Julie Forsyth', 'John Flaus', 'Christopher Massey', 'Carolyn Shakespeare-Allen', 'Michael Ienna', 'Shaun Patten', 'Leanne Smith']";['icon', 'Melodrama Pictures'];https://letterboxd.com//film/mary-and-max/
Millennium Actress;2001;Satoshi Kon;['Romance', 'Animation', 'Drama'];4.5;4.21;87;['Japan'];Japanese;['Japanese'];100670;36882;36723;['Miyoko Shoji', 'Mami Koyama', 'Fumiko Orikasa', 'Showko Tsuda', 'Shozo Iizuka', 'Masaya Onosaka', 'Masane Tsukayama', 'Koichi Yamadera', 'Hisako Kyoda', 'Tomie Kataoka'];['Madhouse'];https://letterboxd.com//film/millennium-actress/
Make Way for Tomorrow;1937;Leo McCarey;['Romance', 'Drama'];4.5;4.21;92;['USA'];English;['English'];21344;21869;7121;"['Victor Moore', 'Beulah Bondi', 'Fay Bainter', 'Thomas Mitchell', 'Porter Hall', 'Barbara Read', 'Maurice Moscovitch', 'Elisabeth Risdon', 'Minna Gombell', 'Louise Beavers', 'Ray Mayer', 'Ralph Remley', 'Louis Jean Heydt', 'Gene Morgan', 'Granville Bates', 'Ethel Clayton', 'Ellen Drew', 'Leo McCarey', ""Dennis O'Keefe"", 'Joseph North', 'Francis Sayles', 'Ferike Boros', 'Avril Cameron', 'Byron Foulger', 'Paul Stanton', 'Don Brodie', 'Ralph Brooks', 'Fritzi Brunette', 'Helen Davis', 'Sidney De Gray', 'Jesse Graves', 'Alice Keating', 'Richard Neill', 'John Preston', 'Rosemary Theby', 'Bobby Caldwell', 'Nick Lukats', 'Helen Dickson', 'Mitchell Ingraham', 'Bernard Suss', 'Lelah Tyler', 'Gloria Williams', 'Dell Henderson', 'Ralph Lewis', 'Phillips Smalley', 'Dorothy Lloyd', 'Kitty McHugh', 'Lee Millar', 'Howard M. Mitchell', 'Louis Natheaux', 'William Newell', 'Cyril Ring', 'Ronald R. Rondell', 'Louise Seidel', 'Ruth Warren']";['Paramount'];https://letterboxd.com//film/make-way-for-tomorrow/
Ritual;2000;Hideaki Anno;['Drama', 'Romance'];nan;4.21;128;['Japan'];Japanese;['Japanese'];20117;14528;9627;['Shunji Iwai', 'Ayako Fujitani', 'Jun Murakami', 'Shinobu Otake', 'Suzuki Matsuo', 'Megumi Hayashibara'];['Tokuma Shoten', 'Studio Kajino Company'];https://letterboxd.com//film/ritual-2000/
4 Months, 3 Weeks and 2 Days;2007;Cristian Mungiu;['Drama'];4.5;4.21;114;['Belgium', 'Romania'];Romanian;['Romanian'];56807;26754;15573;['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu', 'Adi Cărăuleanu', 'Liliana Mocanu', 'Doru Ana', 'Ion Sapdaru', 'Cerasela Iosifescu', 'Tania Popa', 'Teodor Corban', 'Eugenia Bosânceanu', 'Mărioara Sterian', 'Georgeta Păduraru Burdujan', 'Geo Dobre', 'Mădălina Ghițescu', 'Cătălina Harabagiu', 'Sânziana Tarța', 'Adina Cristescu', 'Constantin Bojog', 'Cristina Burbuz'];['Saga Film', 'Mobra Films', 'CNC'];https://letterboxd.com//film/4-months-3-weeks-and-2-days/
The Disappearance of Haruhi Suzumiya;2010;Yasuhiro Takemoto, Tatsuya Ishihara;['Comedy', 'Animation', 'Science Fiction', 'Mystery', 'Drama'];nan;4.21;162;['Japan'];Japanese;['Japanese'];19085;5514;5574;['Tomokazu Sugita', 'Aya Hirano', 'Minori Chihara', 'Yuko Goto', 'Daisuke Ono', 'Natsuko Kuwatani', 'Yuki Matsuoka', 'Minoru Shiraishi', 'Megumi Matsumoto', 'Sayaka Aoki'];['Kyoto Animation', 'Lantis', 'KADOKAWA Shoten', 'KADOKAWA', 'THE KLOCKWORX'];https://letterboxd.com//film/the-disappearance-of-haruhi-suzumiya/
The Lion King;1994;Roger Allers, Rob Minkoff;['Animation', 'Family', 'Drama'];nan;4.21;89;['USA'];English;['English'];1893501;150711;485439;['Matthew Broderick', 'Moira Kelly', 'Nathan Lane', 'Ernie Sabella', 'Robert Guillaume', 'Rowan Atkinson', 'James Earl Jones', 'Jeremy Irons', 'Jonathan Taylor Thomas', 'Niketa Calame-Harris', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings', 'Madge Sinclair', 'Zoe Leader', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Brian Tochi'];['Walt Disney Pictures', 'Walt Disney Feature Animation'];https://letterboxd.com//film/the-lion-king/
Judgment at Nuremberg;1961;Stanley Kramer;['Drama'];4;4.21;190;['USA'];English;['English', 'German'];30392;18254;7548;"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich', 'Maximilian Schell', 'Judy Garland', 'Montgomery Clift', 'William Shatner', 'Werner Klemperer', 'Kenneth MacKenna', 'Torben Meyer', 'Joseph Bernard', 'Alan Baxter', 'Edward Binns', 'Virginia Christine', 'Otto Waldis', 'Karl Swenson', 'Martin Brandt', 'Ray Teal', 'John Wengraf', 'Ben Wright', 'Howard Caine', 'Olga Fabian', 'Paul Busch', 'Bernard Kates', 'Bess Flowers', 'Frank Baker', 'Brandon Beach', 'Joseph Crehan', 'Sayre Dearing', 'Sam Harris', 'Shep Houghton', 'Reed Howes', 'William Meader', 'Colin Kenny', 'George Nardelli', 'Waclaw Rekwart', 'Jack Stoney', 'Oscar Beregi Jr.', 'Norbert Schiller', 'Chet Brandenburg', 'Herman Hack', 'Sheila Bromley', 'Harold Miller', 'Hans Moebus', 'Ed Nelson', ""William H. O'Brien"", 'Rudy Solari', 'Bert Stevens', 'Hal Taggart', 'Jana Taylor', 'Ralph Moratz', 'Tony Regan', 'Dick Cherney', 'Norman Stevans']";['United Artists', 'Roxlom Films'];https://letterboxd.com//film/judgment-at-nuremberg/
Your Name.;2016;Makoto Shinkai;['Romance', 'Animation', 'Drama'];4.5;4.21;106;['Japan'];Japanese;['Japanese'];873674;132834;330914;['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yuki', 'Nobunaga Shimazaki', 'Kaito Ishikawa', 'Kanon Tani', 'Masaki Terasoma', 'Sayaka Ohara', 'Kazuhiko Inoue', 'Chafurin', 'Yuka Kato', 'Kana Hanazawa', 'Shinya Hamazoe', 'Masami Nagasawa', 'Etsuko Ichihara', 'Yuka Terasaki', 'Takashi Onozuka', 'Kanami Satou', 'Shinjirou Gouda', 'Yasuhiro Kikuchi', 'Tamari Hinata', 'Nozomi Yamane', 'Yuuki Shin', 'Tatsuya Murakami', 'Nodoka Hasegawa', 'Baron Yamazaki', 'Suguru Inoue', 'Ryoko Usami', 'Miho Morisaki', 'Tsuyoshi Minamijima', 'Aika Oomae', 'Tomohiro Yamaguchi', 'Takayuki Nakatsukasa', 'Hiroki Matsukawa', 'Shouko Negoro', 'Yuki Ominami', 'Manami Hanawa', 'Miho Tabata', 'Eriko Tomioka', 'Eiji Yamamoto', 'Yôhei Namekawa'];['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'East Japan Marketing & Communications', 'AMUSE', 'voque ting', 'Lawson Entertainment', '4Kids Entertainment'];https://letterboxd.com//film/your-name/
Amour;2012;Michael Haneke;['Drama', 'Romance'];4.5;4.21;127;['France', 'Austria', 'Germany'];French;['French'];143238;52189;39305;['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert', 'Alexandre Tharaud', 'William Shimell', 'Ramon Agirre', 'Rita Blanco', 'Carole Franck', 'Dinara Drukarova', 'Laurent Capelluto', 'Jean-Michel Monroc', 'Suzanne Schmidt', 'Damien Jouillerot', 'Walid Afkir'];['wega film vienna', 'Les Films du Losange', 'X Filme Creative Pool'];https://letterboxd.com//film/amour/
Once Upon a Time in America;1984;Sergio Leone;['Crime', 'Drama'];4.5;4.21;229;['USA', 'Italy'];English;['English', 'French', 'Hebrew (modern)', 'Italian', 'Yiddish'];228744;70515;68189;['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Treat Williams', 'Tuesday Weld', 'Joe Pesci', 'Burt Young', 'James Hayden', 'William Forsythe', 'Larry Rapp', 'Amy Ryder', 'Scott Schutzman Tiler', 'Rusty Jacobs', 'Jennifer Connelly', 'Brian Bloom', 'Adrian Curran', 'Mike Monetti', 'Noah Moazezi', 'James Russo', 'Darlanne Fluegel', 'Danny Aiello', 'Richard Bright', 'Frank Gio', 'Ray Dittrich', 'Mario Brega', 'Julie Cohen', 'Richard Foronjy', 'Olga Karlatos', 'Clem Caserta', 'Frank Sisto', 'Jerry Strivelli', 'Mike Gendel', 'Sandra Solberg', 'Margherita Pace', 'Paul Herman', 'Bruno Iannone', 'Bruno Bilotta', 'Angelo Florio', 'Marcia Jean Kurtz', 'Gerard Murphy', 'Dutch Miller', 'Robert Harper', 'Karen Shallo', 'Frankie Caserta', 'Joey Marzella', 'Marvin Scott', 'Ann Neville', 'Joey Faye', 'Linda Ipanema', 'Tandy Cronyn', 'Richard Zobel', 'Baxter Harris', 'Arnon Milchan', 'Marty Licata', 'Estelle Harris', 'Gerritt Debeer', 'Alexander Godfrey', 'Cliff Cudney', 'Paul Farentino', 'Bruce Bahrenburg', 'Mort Freeman', 'Massimo Liti', 'Jay Zeely', 'Salvatore Billa', 'Greg Anthony', 'Scott Coffey', 'Matteo Cafiso', 'Nunzio Giuliani', 'Nelson Camp', 'Dario Iori', 'Ole Jorgensen', 'Francesca Leone', 'Chuck Low', 'Ron Nummi', 'Ryan Paris', 'Nicola Roberto', 'Gianni Sanjust', 'Alex Serra', 'Susan Spafford', 'Mark Frazer', 'Maria Pia Monicelli', 'Claudio Mancini', 'Rossana Canghiari'];['The Ladd Company', 'Embassy International Pictures', 'Rafran Cinematografica', 'PSO'];https://letterboxd.com//film/once-upon-a-time-in-america/
Moonlight;2016;Barry Jenkins;['Drama'];4;4.21;111;['USA'];English;['English'];1185031;238841;452286;"['Trevante Rhodes', 'André Holland', 'Janelle Monáe', 'Ashton Sanders', 'Jharrel Jerome', 'Alex Hibbert', 'Jaden Piner', 'Tanisha Cidel', 'Naomie Harris', 'Mahershala Ali', 'Shariff Earp', 'Duan Sanderson', ""Herman 'Caheej' McGloun"", 'Kamal Ani-Bellow', 'Keomi Givens', 'Eddie Blanchard', 'Rudi Goblen', 'Edson Jean', 'Patrick Decile', 'Herveline Moncion', 'Fransley Hyppolite', 'Jesus Mitchell', 'Larry Anderson', 'Stephon Bron', 'Don Seward', 'Justin Ebenhack']";['A24', 'Plan B Entertainment', 'PASTEL'];https://letterboxd.com//film/moonlight-2016/
An Autumn Afternoon;1962;Yasujirō Ozu;['Drama'];nan;4.21;114;['Japan'];Japanese;['Japanese'];29025;24016;9174;['Chishū Ryū', 'Shima Iwashita', 'Keiji Sada', 'Mariko Okada', 'Teruo Yoshida', 'Noriko Maki', 'Shinichirō Mikami', 'Nobuo Nakamura', 'Eijirō Tōno', 'Kuniko Miyake', 'Kyōko Kishida', 'Ryuji Kita', 'Toyo Takahashi', 'Shinobu Asaji', 'Masao Oda', 'Fujio Suga', 'Zenichi Inagawa', 'Daisuke Katō', 'Haruko Sugimura', 'Michiyo Tamaki', 'Matsuko Shiga', 'Tami Yamamoto', 'Kentarô Imai', 'Yoshikazu Inagawa', 'Hisayo Komachi'];['Shochiku'];https://letterboxd.com//film/an-autumn-afternoon/
Rosemary's Baby;1968;Roman Polanski;['Horror', 'Drama', 'Thriller'];4.5;4.2;138;['USA'];English;['English'];483828;148693;153619;"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer', 'Maurice Evans', 'Ralph Bellamy', 'Victoria Vetri', 'Patsy Kelly', 'Elisha Cook Jr.', 'Emmaline Henry', 'Charles Grodin', 'Hanna Landy', 'Phil Leeds', ""D'Urville Martin"", 'Hope Summers', 'Marianne Gordon', 'Wende Wagner', 'William Castle', 'Tony Curtis', 'Clay Tanner', 'Almira Sessions', 'Jean Inness', 'Max Wagner', 'Walter Baldwin', 'Mona Knox', 'Craig Littler', ""Patricia O'Neal"", 'Carol Brewster', 'Robert Osterloh', 'George R. Robertson']";['William Castle Productions'];https://letterboxd.com//film/rosemarys-baby/
The Life and Death of Colonel Blimp;1943;Emeric Pressburger, Michael Powell;['War', 'Drama', 'Romance', 'Comedy'];5;4.2;163;['UK'];English;['English', 'French', 'German'];25124;26475;7781;['Roger Livesey', 'Deborah Kerr', 'Adolf Wohlbrück', 'Roland Culver', 'James McKechnie', 'Arthur Wontner', 'David Hutcheson', 'Ursula Jeans', 'John Laurie', 'Harry Welchman', 'Robert Harris', 'A.E. Matthews', 'Theodore Zichy', 'Jane Millican', 'Neville Mapp', 'Vincent Holman', 'Spencer Trevor', 'James Knight', 'Dennis Arundell', 'David Ward', 'Jan Van Loewen', 'Valentine Dyall', 'Carl Jaffe', 'Albert Lieven', 'Eric Maturin', 'Frith Banbury', 'Phyllis Morris', 'Muriel Aked', 'Reginald Tate', 'Yvonne Andre', 'Marjorie Gresley', 'Felix Aylmer', 'Norman Pierce', 'Edward Cooper', 'Joan Swinstead', 'Pat McGrath'];['The Rank Organisation', 'Independent Producers', 'The Archers', 'J. Arthur Rank Organisation'];https://letterboxd.com//film/the-life-and-death-of-colonel-blimp/
Back to the Future;1985;Robert Zemeckis;['Comedy', 'Science Fiction', 'Adventure'];5;4.2;116;['USA'];English;['English'];1971373;207047;671981;"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'J.J. Cohen', 'Casey Siemaszko', 'Billy Zane', 'Harry Waters, Jr.', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman', 'Elsa Raven', 'Will Hare', 'Ivy Bethune', 'Jason Marin', 'Katherine Britton', 'Jason Hervey', 'Maia Brewton', 'Courtney Gains', 'Richard L. Duran', ""Jeff O'Haco"", 'Johnny Green', 'Jamie Abbott', 'Norman Alden', 'Read Morgan', 'Sachi Parker', 'Robert Krantz', 'Gary Riley', 'Karen Petrasek', 'George Buck Flower', 'Tommy Thomas', ""Granville 'Danny' Young"", 'David Harold Brown', 'Lloyd L. Tolbert', 'Paul Hanson', 'Lee Brownfield', 'Robert DeLapp', 'Tony Pope', 'Charles L. Campbell', 'Huey Lewis', 'Kiki Ebsen', 'Randy Feelgood', 'Hal Gausman', 'Deborah Harmon', 'Arthur Tovey', 'Ethel Sway', 'Janine King', 'Richard Patrick', 'Tom Tangen', 'Tom Willett']";['Universal Pictures', 'Amblin Entertainment'];https://letterboxd.com//film/back-to-the-future/
